country,year,sex,age,population,suicides_per_100k,country_year,gdp_per_capita_dollars,generation
Antigua and Barbuda,1992,male,75+ years,853,0,Antigua and Barbuda1992,8087,G.I. Generation
Antigua and Barbuda,1993,male,25-34 years,6668,15,Antigua and Barbuda1993,8453,Boomers
Antigua and Barbuda,1993,female,15-24 years,6182,0,Antigua and Barbuda1993,8453,Generation X
Antigua and Barbuda,1993,female,25-34 years,6914,0,Antigua and Barbuda1993,8453,Boomers
Antigua and Barbuda,1993,female,35-54 years,6917,0,Antigua and Barbuda1993,8453,Boomers
Antigua and Barbuda,1993,female,5-14 years,7529,0,Antigua and Barbuda1993,8453,Millenials
Antigua and Barbuda,1993,female,55-74 years,3662,0,Antigua and Barbuda1993,8453,Silent
Antigua and Barbuda,1993,female,75+ years,1386,0,Antigua and Barbuda1993,8453,G.I. Generation
Antigua and Barbuda,1993,male,15-24 years,6069,0,Antigua and Barbuda1993,8453,Generation X
Antigua and Barbuda,1993,male,35-54 years,6915,0,Antigua and Barbuda1993,8453,Boomers
Antigua and Barbuda,1993,male,5-14 years,7298,0,Antigua and Barbuda1993,8453,Millenials
Antigua and Barbuda,1993,male,55-74 years,2879,0,Antigua and Barbuda1993,8453,Silent
Antigua and Barbuda,1993,male,75+ years,896,0,Antigua and Barbuda1993,8453,G.I. Generation
Antigua and Barbuda,1994,female,15-24 years,6083,0,Antigua and Barbuda1994,9062,Generation X
Antigua and Barbuda,1994,female,25-34 years,7151,0,Antigua and Barbuda1994,9062,Boomers
Antigua and Barbuda,1994,female,35-54 years,7357,0,Antigua and Barbuda1994,9062,Boomers
Antigua and Barbuda,1994,female,5-14 years,7722,0,Antigua and Barbuda1994,9062,Millenials
Antigua and Barbuda,1994,female,55-74 years,3715,0,Antigua and Barbuda1994,9062,Silent
Antigua and Barbuda,1994,female,75+ years,1437,0,Antigua and Barbuda1994,9062,G.I. Generation
Antigua and Barbuda,1994,male,15-24 years,5976,0,Antigua and Barbuda1994,9062,Generation X
Antigua and Barbuda,1994,male,25-34 years,6886,0,Antigua and Barbuda1994,9062,Boomers
Antigua and Barbuda,1994,male,35-54 years,7359,0,Antigua and Barbuda1994,9062,Boomers
Antigua and Barbuda,1994,male,5-14 years,7494,0,Antigua and Barbuda1994,9062,Millenials
Antigua and Barbuda,1994,male,55-74 years,2935,0,Antigua and Barbuda1994,9062,Silent
Antigua and Barbuda,1994,male,75+ years,929,0,Antigua and Barbuda1994,9062,G.I. Generation
Antigua and Barbuda,1995,female,15-24 years,6099,0,Antigua and Barbuda1995,8636,Generation X
Antigua and Barbuda,1995,female,25-34 years,7333,0,Antigua and Barbuda1995,8636,Generation X
Antigua and Barbuda,1995,female,35-54 years,7851,0,Antigua and Barbuda1995,8636,Boomers
Antigua and Barbuda,1995,female,5-14 years,7885,0,Antigua and Barbuda1995,8636,Millenials
Antigua and Barbuda,1995,female,55-74 years,3808,0,Antigua and Barbuda1995,8636,Silent
Antigua and Barbuda,1995,female,75+ years,1488,0,Antigua and Barbuda1995,8636,G.I. Generation
Antigua and Barbuda,1995,male,15-24 years,5953,0,Antigua and Barbuda1995,8636,Generation X
Antigua and Barbuda,1995,male,25-34 years,7023,0,Antigua and Barbuda1995,8636,Generation X
Antigua and Barbuda,1995,male,35-54 years,7809,0,Antigua and Barbuda1995,8636,Boomers
Antigua and Barbuda,1995,male,5-14 years,7632,0,Antigua and Barbuda1995,8636,Millenials
Antigua and Barbuda,1995,male,55-74 years,3021,0,Antigua and Barbuda1995,8636,Silent
Antigua and Barbuda,1995,male,75+ years,944,0,Antigua and Barbuda1995,8636,G.I. Generation
Antigua and Barbuda,1998,female,15-24 years,6529,0,Antigua and Barbuda1998,10078,Generation X
Antigua and Barbuda,1998,female,25-34 years,8332,0,Antigua and Barbuda1998,10078,Generation X
Antigua and Barbuda,1998,female,35-54 years,9615,0,Antigua and Barbuda1998,10078,Boomers
Antigua and Barbuda,1998,female,5-14 years,8183,0,Antigua and Barbuda1998,10078,Millenials
Antigua and Barbuda,1998,female,55-74 years,3921,0,Antigua and Barbuda1998,10078,Silent
Antigua and Barbuda,1998,female,75+ years,1476,0,Antigua and Barbuda1998,10078,G.I. Generation
Antigua and Barbuda,1998,male,15-24 years,5916,0,Antigua and Barbuda1998,10078,Generation X
Antigua and Barbuda,1998,male,25-34 years,7294,0,Antigua and Barbuda1998,10078,Generation X
Antigua and Barbuda,1998,male,35-54 years,9086,0,Antigua and Barbuda1998,10078,Boomers
Antigua and Barbuda,1998,male,5-14 years,7706,0,Antigua and Barbuda1998,10078,Millenials
Antigua and Barbuda,1998,male,55-74 years,3213,0,Antigua and Barbuda1998,10078,Silent
Antigua and Barbuda,1998,male,75+ years,954,0,Antigua and Barbuda1998,10078,G.I. Generation
Antigua and Barbuda,1999,female,15-24 years,6589,0,Antigua and Barbuda1999,10378,Generation X
Antigua and Barbuda,1999,female,25-34 years,8526,0,Antigua and Barbuda1999,10378,Generation X
Antigua and Barbuda,1999,female,35-54 years,10311,0,Antigua and Barbuda1999,10378,Boomers
Antigua and Barbuda,1999,female,5-14 years,8314,0,Antigua and Barbuda1999,10378,Millenials
Antigua and Barbuda,1999,female,55-74 years,3968,0,Antigua and Barbuda1999,10378,Silent
Antigua and Barbuda,1999,female,75+ years,1451,0,Antigua and Barbuda1999,10378,G.I. Generation
Antigua and Barbuda,1999,male,15-24 years,5845,0,Antigua and Barbuda1999,10378,Generation X
Antigua and Barbuda,1999,male,25-34 years,7263,0,Antigua and Barbuda1999,10378,Generation X
Antigua and Barbuda,1999,male,35-54 years,9537,0,Antigua and Barbuda1999,10378,Boomers
Antigua and Barbuda,1999,male,5-14 years,7805,0,Antigua and Barbuda1999,10378,Millenials
Antigua and Barbuda,1999,male,55-74 years,3276,0,Antigua and Barbuda1999,10378,Silent
Antigua and Barbuda,1999,male,75+ years,947,0,Antigua and Barbuda1999,10378,G.I. Generation
Antigua and Barbuda,2000,male,55-74 years,3333,30,Antigua and Barbuda2000,11021,Silent
Antigua and Barbuda,2000,male,35-54 years,10033,9.97,Antigua and Barbuda2000,11021,Boomers
Antigua and Barbuda,2000,female,15-24 years,6616,0,Antigua and Barbuda2000,11021,Generation X
Antigua and Barbuda,2000,female,25-34 years,8595,0,Antigua and Barbuda2000,11021,Generation X
Antigua and Barbuda,2000,female,35-54 years,11040,0,Antigua and Barbuda2000,11021,Boomers
Antigua and Barbuda,2000,female,5-14 years,8439,0,Antigua and Barbuda2000,11021,Millenials
Antigua and Barbuda,2000,female,55-74 years,3986,0,Antigua and Barbuda2000,11021,Silent
Antigua and Barbuda,2000,female,75+ years,1413,0,Antigua and Barbuda2000,11021,G.I. Generation
Antigua and Barbuda,2000,male,15-24 years,5783,0,Antigua and Barbuda2000,11021,Generation X
Antigua and Barbuda,2000,male,25-34 years,7177,0,Antigua and Barbuda2000,11021,Generation X
Antigua and Barbuda,2000,male,5-14 years,7973,0,Antigua and Barbuda2000,11021,Millenials
Antigua and Barbuda,2000,male,75+ years,938,0,Antigua and Barbuda2000,11021,G.I. Generation
Antigua and Barbuda,2001,male,35-54 years,10281,19.45,Antigua and Barbuda2001,10468,Boomers
Antigua and Barbuda,2001,female,15-24 years,6902,0,Antigua and Barbuda2001,10468,Millenials
Antigua and Barbuda,2001,female,25-34 years,8425,0,Antigua and Barbuda2001,10468,Generation X
Antigua and Barbuda,2001,female,35-54 years,11402,0,Antigua and Barbuda2001,10468,Boomers
Antigua and Barbuda,2001,female,5-14 years,8428,0,Antigua and Barbuda2001,10468,Millenials
Antigua and Barbuda,2001,female,55-74 years,4037,0,Antigua and Barbuda2001,10468,Silent
Antigua and Barbuda,2001,female,75+ years,1487,0,Antigua and Barbuda2001,10468,Silent
Antigua and Barbuda,2001,male,15-24 years,6084,0,Antigua and Barbuda2001,10468,Millenials
Antigua and Barbuda,2001,male,25-34 years,7071,0,Antigua and Barbuda2001,10468,Generation X
Antigua and Barbuda,2001,male,5-14 years,7958,0,Antigua and Barbuda2001,10468,Millenials
Antigua and Barbuda,2001,male,55-74 years,3442,0,Antigua and Barbuda2001,10468,Silent
Antigua and Barbuda,2001,male,75+ years,980,0,Antigua and Barbuda2001,10468,Silent
Antigua and Barbuda,2002,female,15-24 years,7196,0,Antigua and Barbuda2002,10499,Millenials
Antigua and Barbuda,2002,female,25-34 years,8155,0,Antigua and Barbuda2002,10499,Generation X
Antigua and Barbuda,2002,female,35-54 years,11760,0,Antigua and Barbuda2002,10499,Boomers
Antigua and Barbuda,2002,female,5-14 years,8408,0,Antigua and Barbuda2002,10499,Millenials
Antigua and Barbuda,2002,female,55-74 years,4050,0,Antigua and Barbuda2002,10499,Silent
Antigua and Barbuda,2002,female,75+ years,1547,0,Antigua and Barbuda2002,10499,Silent
Antigua and Barbuda,2002,male,15-24 years,6416,0,Antigua and Barbuda2002,10499,Millenials
Antigua and Barbuda,2002,male,25-34 years,6921,0,Antigua and Barbuda2002,10499,Generation X
Antigua and Barbuda,2002,male,35-54 years,10604,0,Antigua and Barbuda2002,10499,Boomers
Antigua and Barbuda,2002,male,5-14 years,7980,0,Antigua and Barbuda2002,10499,Millenials
Antigua and Barbuda,2002,male,55-74 years,3527,0,Antigua and Barbuda2002,10499,Silent
Antigua and Barbuda,2002,male,75+ years,1024,0,Antigua and Barbuda2002,10499,Silent
Antigua and Barbuda,2003,male,55-74 years,3594,27.82,Antigua and Barbuda2003,10878,Silent
Antigua and Barbuda,2003,female,15-24 years,7454,0,Antigua and Barbuda2003,10878,Millenials
Antigua and Barbuda,2003,female,25-34 years,7831,0,Antigua and Barbuda2003,10878,Generation X
Antigua and Barbuda,2003,female,35-54 years,12129,0,Antigua and Barbuda2003,10878,Boomers
Antigua and Barbuda,2003,female,5-14 years,8423,0,Antigua and Barbuda2003,10878,Millenials
Antigua and Barbuda,2003,female,55-74 years,4054,0,Antigua and Barbuda2003,10878,Silent
Antigua and Barbuda,2003,female,75+ years,1583,0,Antigua and Barbuda2003,10878,Silent
Antigua and Barbuda,2003,male,15-24 years,6730,0,Antigua and Barbuda2003,10878,Millenials
Antigua and Barbuda,2003,male,25-34 years,6734,0,Antigua and Barbuda2003,10878,Generation X
Antigua and Barbuda,2003,male,35-54 years,10997,0,Antigua and Barbuda2003,10878,Boomers
Antigua and Barbuda,2003,male,5-14 years,8061,0,Antigua and Barbuda2003,10878,Millenials
Antigua and Barbuda,2003,male,75+ years,1068,0,Antigua and Barbuda2003,10878,Silent
Antigua and Barbuda,2004,male,55-74 years,3665,27.29,Antigua and Barbuda2004,11535,Silent
Antigua and Barbuda,2004,male,35-54 years,11406,8.77,Antigua and Barbuda2004,11535,Boomers
Antigua and Barbuda,2004,female,15-24 years,7648,0,Antigua and Barbuda2004,11535,Millenials
Antigua and Barbuda,2004,female,25-34 years,7531,0,Antigua and Barbuda2004,11535,Generation X
Antigua and Barbuda,2004,female,35-54 years,12492,0,Antigua and Barbuda2004,11535,Boomers
Antigua and Barbuda,2004,female,5-14 years,8488,0,Antigua and Barbuda2004,11535,Millenials
Antigua and Barbuda,2004,female,55-74 years,4088,0,Antigua and Barbuda2004,11535,Silent
Antigua and Barbuda,2004,female,75+ years,1590,0,Antigua and Barbuda2004,11535,Silent
Antigua and Barbuda,2004,male,15-24 years,6968,0,Antigua and Barbuda2004,11535,Millenials
Antigua and Barbuda,2004,male,25-34 years,6556,0,Antigua and Barbuda2004,11535,Generation X
Antigua and Barbuda,2004,male,5-14 years,8196,0,Antigua and Barbuda2004,11535,Millenials
Antigua and Barbuda,2004,male,75+ years,1094,0,Antigua and Barbuda2004,11535,Silent
Antigua and Barbuda,2005,female,15-24 years,7780,0,Antigua and Barbuda2005,12649,Millenials
Antigua and Barbuda,2005,female,25-34 years,7327,0,Antigua and Barbuda2005,12649,Generation X
Antigua and Barbuda,2005,female,35-54 years,12835,0,Antigua and Barbuda2005,12649,Boomers
Antigua and Barbuda,2005,female,5-14 years,8584,0,Antigua and Barbuda2005,12649,Millenials
Antigua and Barbuda,2005,female,55-74 years,4157,0,Antigua and Barbuda2005,12649,Silent
Antigua and Barbuda,2005,female,75+ years,1575,0,Antigua and Barbuda2005,12649,Silent
Antigua and Barbuda,2005,male,15-24 years,7113,0,Antigua and Barbuda2005,12649,Millenials
Antigua and Barbuda,2005,male,25-34 years,6444,0,Antigua and Barbuda2005,12649,Generation X
Antigua and Barbuda,2005,male,35-54 years,11778,0,Antigua and Barbuda2005,12649,Boomers
Antigua and Barbuda,2005,male,5-14 years,8358,0,Antigua and Barbuda2005,12649,Millenials
Antigua and Barbuda,2005,male,55-74 years,3748,0,Antigua and Barbuda2005,12649,Silent
Antigua and Barbuda,2005,male,75+ years,1110,0,Antigua and Barbuda2005,12649,Silent
Antigua and Barbuda,2006,female,15-24 years,7902,0,Antigua and Barbuda2006,14114,Millenials
Antigua and Barbuda,2006,female,25-34 years,7098,0,Antigua and Barbuda2006,14114,Generation X
Antigua and Barbuda,2006,female,35-54 years,13374,0,Antigua and Barbuda2006,14114,Boomers
Antigua and Barbuda,2006,female,5-14 years,8571,0,Antigua and Barbuda2006,14114,Millenials
Antigua and Barbuda,2006,female,55-74 years,4256,0,Antigua and Barbuda2006,14114,Silent
Antigua and Barbuda,2006,female,75+ years,1573,0,Antigua and Barbuda2006,14114,Silent
Antigua and Barbuda,2006,male,15-24 years,7239,0,Antigua and Barbuda2006,14114,Millenials
Antigua and Barbuda,2006,male,25-34 years,6319,0,Antigua and Barbuda2006,14114,Generation X
Antigua and Barbuda,2006,male,35-54 years,12202,0,Antigua and Barbuda2006,14114,Boomers
Antigua and Barbuda,2006,male,5-14 years,8485,0,Antigua and Barbuda2006,14114,Millenials
Antigua and Barbuda,2006,male,55-74 years,3847,0,Antigua and Barbuda2006,14114,Silent
Antigua and Barbuda,2006,male,75+ years,1107,0,Antigua and Barbuda2006,14114,Silent
Antigua and Barbuda,2007,male,35-54 years,12530,7.98,Antigua and Barbuda2007,15775,Boomers
Antigua and Barbuda,2007,female,15-24 years,8013,0,Antigua and Barbuda2007,15775,Millenials
Antigua and Barbuda,2007,female,25-34 years,6962,0,Antigua and Barbuda2007,15775,Generation X
Antigua and Barbuda,2007,female,35-54 years,13860,0,Antigua and Barbuda2007,15775,Boomers
Antigua and Barbuda,2007,female,5-14 years,8555,0,Antigua and Barbuda2007,15775,Generation Z
Antigua and Barbuda,2007,female,55-74 years,4400,0,Antigua and Barbuda2007,15775,Silent
Antigua and Barbuda,2007,female,75+ years,1568,0,Antigua and Barbuda2007,15775,Silent
Antigua and Barbuda,2007,male,15-24 years,7330,0,Antigua and Barbuda2007,15775,Millenials
Antigua and Barbuda,2007,male,25-34 years,6267,0,Antigua and Barbuda2007,15775,Generation X
Antigua and Barbuda,2007,male,5-14 years,8564,0,Antigua and Barbuda2007,15775,Generation Z
Antigua and Barbuda,2007,male,55-74 years,3988,0,Antigua and Barbuda2007,15775,Silent
Antigua and Barbuda,2007,male,75+ years,1094,0,Antigua and Barbuda2007,15775,Silent
Antigua and Barbuda,2008,female,15-24 years,8108,0,Antigua and Barbuda2008,16238,Millenials
Antigua and Barbuda,2008,female,25-34 years,6910,0,Antigua and Barbuda2008,16238,Generation X
Antigua and Barbuda,2008,female,35-54 years,14278,0,Antigua and Barbuda2008,16238,Boomers
Antigua and Barbuda,2008,female,5-14 years,8537,0,Antigua and Barbuda2008,16238,Generation Z
Antigua and Barbuda,2008,female,55-74 years,4587,0,Antigua and Barbuda2008,16238,Silent
Antigua and Barbuda,2008,female,75+ years,1567,0,Antigua and Barbuda2008,16238,Silent
Antigua and Barbuda,2008,male,15-24 years,7404,0,Antigua and Barbuda2008,16238,Millenials
Antigua and Barbuda,2008,male,25-34 years,6274,0,Antigua and Barbuda2008,16238,Generation X
Antigua and Barbuda,2008,male,35-54 years,12782,0,Antigua and Barbuda2008,16238,Boomers
Antigua and Barbuda,2008,male,5-14 years,8599,0,Antigua and Barbuda2008,16238,Generation Z
Antigua and Barbuda,2008,male,55-74 years,4158,0,Antigua and Barbuda2008,16238,Silent
Antigua and Barbuda,2008,male,75+ years,1069,0,Antigua and Barbuda2008,16238,Silent
Antigua and Barbuda,2009,female,15-24 years,8199,0,Antigua and Barbuda2009,14335,Millenials
Antigua and Barbuda,2009,female,25-34 years,6917,0,Antigua and Barbuda2009,14335,Generation X
Antigua and Barbuda,2009,female,35-54 years,14629,0,Antigua and Barbuda2009,14335,Boomers
Antigua and Barbuda,2009,female,5-14 years,8514,0,Antigua and Barbuda2009,14335,Generation Z
Antigua and Barbuda,2009,female,55-74 years,4793,0,Antigua and Barbuda2009,14335,Silent
Antigua and Barbuda,2009,female,75+ years,1571,0,Antigua and Barbuda2009,14335,Silent
Antigua and Barbuda,2009,male,15-24 years,7489,0,Antigua and Barbuda2009,14335,Millenials
Antigua and Barbuda,2009,male,25-34 years,6325,0,Antigua and Barbuda2009,14335,Generation X
Antigua and Barbuda,2009,male,35-54 years,12978,0,Antigua and Barbuda2009,14335,Boomers
Antigua and Barbuda,2009,male,5-14 years,8599,0,Antigua and Barbuda2009,14335,Generation Z
Antigua and Barbuda,2009,male,55-74 years,4349,0,Antigua and Barbuda2009,14335,Silent
Antigua and Barbuda,2009,male,75+ years,1042,0,Antigua and Barbuda2009,14335,Silent
Antigua and Barbuda,2012,female,15-24 years,8435,0,Antigua and Barbuda2012,13657,Millenials
Antigua and Barbuda,2012,female,25-34 years,7215,0,Antigua and Barbuda2012,13657,Millenials
Antigua and Barbuda,2012,female,35-54 years,15193,0,Antigua and Barbuda2012,13657,Generation X
Antigua and Barbuda,2012,female,5-14 years,8401,0,Antigua and Barbuda2012,13657,Generation Z
Antigua and Barbuda,2012,female,55-74 years,5512,0,Antigua and Barbuda2012,13657,Boomers
Antigua and Barbuda,2012,female,75+ years,1625,0,Antigua and Barbuda2012,13657,Silent
Antigua and Barbuda,2012,male,15-24 years,7893,0,Antigua and Barbuda2012,13657,Millenials
Antigua and Barbuda,2012,male,25-34 years,6629,0,Antigua and Barbuda2012,13657,Millenials
Antigua and Barbuda,2012,male,35-54 years,13280,0,Antigua and Barbuda2012,13657,Generation X
Antigua and Barbuda,2012,male,5-14 years,8475,0,Antigua and Barbuda2012,13657,Generation Z
Antigua and Barbuda,2012,male,55-74 years,4994,0,Antigua and Barbuda2012,13657,Boomers
Antigua and Barbuda,2012,male,75+ years,1051,0,Antigua and Barbuda2012,13657,Silent
Antigua and Barbuda,2013,female,15-24 years,8494,0,Antigua and Barbuda2013,13287,Millenials
Antigua and Barbuda,2013,female,25-34 years,7397,0,Antigua and Barbuda2013,13287,Millenials
Antigua and Barbuda,2013,female,35-54 years,15236,0,Antigua and Barbuda2013,13287,Generation X
Antigua and Barbuda,2013,female,5-14 years,8353,0,Antigua and Barbuda2013,13287,Generation Z
